Product Name,Product Link,Price,Rating,Summary Sentiment,Sentiment Score
"Organic Way Passion Flower Cut & Sifted (Passiflora incarnata) - Herbal Tea | European Wild-Harvest | Kosher & USDA Certified | Vegan, Non-GMO & Gluten Free | 100% Raw from Albania (1/4LBS / 4Oz.)",https://www.amazon.com/Organic-Way-Passion-Passiflora-incarnata/dp/B0CJFF9GKK/ref=sr_1_24?dib=eyJ2IjoiMSJ9.7l6dSlGs-tNaYqzSSbGRqan-dwZ_Q1qxE0BkfrwVT2-SUdqZLzEY4E_HX8X-bS5wW26NetfQVfSVKrhCBgixHrzFzr--coLARiix5CLLGUshA3Hpz8gc3C3hCM4ojlaRiYE-G3N0rNJgyi7dflU0t_HJpLLCe4l4BLdbGEeb1NQAwRAW6sQchNEwwMrMpq_0CY3TLa6P1h4xqC8fNQSbNsud-DriKrMkPiZR1JXpbvP0oeN4uXpFagH_W715i-rjauIetC963urGXu0Nhb1aGeHK8zonmQdW27k4uzzUS8Y.TRqqoPYFZoNhkrprqE8t72mQNGAzayYSBepOg8AUySQ&dib_tag=se&keywords=passion+flower&qid=1729149639&sr=8-24,$14.99,5.0 out of 5 stars,Positive,0.6249
"TEARELAE - Passion Flower Tea, 50 Count - Pure Passionflowers Leaves Tea Bags - Pasiflora Tea for Relaxation & Sleep- Non-GMO - Caffeine-Free",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NzEzNjA2NjAzMjcxMjg3OjE3MjkxNDk2Mzk6c3BfbXRmOjMwMDQzNjYxMTAxOTEwMjo6MDo6&url=%2FTEARELAE-Passionflowers-Pasiflora-Relaxation-Caffeine-Free%2Fdp%2FB0DBZ2Q9RX%2Fref%3Dsr_1_25_sspa%3Fdib%3DeyJ2IjoiMSJ9.7l6dSlGs-tNaYqzSSbGRqan-dwZ_Q1qxE0BkfrwVT2-SUdqZLzEY4E_HX8X-bS5wW26NetfQVfSVKrhCBgixHrzFzr--coLARiix5CLLGUshA3Hpz8gc3C3hCM4ojlaRiYE-G3N0rNJgyi7dflU0t_HJpLLCe4l4BLdbGEeb1NQAwRAW6sQchNEwwMrMpq_0CY3TLa6P1h4xqC8fNQSbNsud-DriKrMkPiZR1JXpbvP0oeN4uXpFagH_W715i-rjauIetC963urGXu0Nhb1aGeHK8zonmQdW27k4uzzUS8Y.TRqqoPYFZoNhkrprqE8t72mQNGAzayYSBepOg8AUySQ%26dib_tag%3Dse%26keywords%3Dpassion%2Bflower%26qid%3D1729149639%26sr%3D8-25-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,$9.99,4.4 out of 5 stars,Positive,0.5800384615384615
"Klova Extra Strength Sleep Patches for Longer-Lasting Rest & Clear Morning Energy, with 6mg Melatonin and Natural Ingredients Like Valerian, Passion Flower, L-Theanine & More",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NzEzNjA2NjAzMjcxMjg3OjE3MjkxNDk2Mzk6c3BfbXRmOjMwMDMxMjgyMTQzNzQwMjo6MDo6&url=%2FKlova-Longer-Lasting-Melatonin-Ingredients-L-Theanine%2Fdp%2FB0BLHWS3W8%2Fref%3Dsr_1_26_sspa%3Fdib%3DeyJ2IjoiMSJ9.7l6dSlGs-tNaYqzSSbGRqan-dwZ_Q1qxE0BkfrwVT2-SUdqZLzEY4E_HX8X-bS5wW26NetfQVfSVKrhCBgixHrzFzr--coLARiix5CLLGUshA3Hpz8gc3C3hCM4ojlaRiYE-G3N0rNJgyi7dflU0t_HJpLLCe4l4BLdbGEeb1NQAwRAW6sQchNEwwMrMpq_0CY3TLa6P1h4xqC8fNQSbNsud-DriKrMkPiZR1JXpbvP0oeN4uXpFagH_W715i-rjauIetC963urGXu0Nhb1aGeHK8zonmQdW27k4uzzUS8Y.TRqqoPYFZoNhkrprqE8t72mQNGAzayYSBepOg8AUySQ%26dib_tag%3Dse%26keywords%3Dpassion%2Bflower%26qid%3D1729149639%26sr%3D8-26-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,$39.99,3.4 out of 5 stars,Mixed,-0.17212000000000005
Passionflower Tincture - Passion Flower Extract for Mood Support - Alcohol and Sugar Free - Vegan Passion Flower Tincture 4 Fl.Oz.,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NzEzNjA2NjAzMjcxMjg3OjE3MjkxNDk2Mzk6c3BfbXRmOjMwMDQxMTc3MDQwODcwMjo6MDo6&url=%2FBIO-KRAUTER-Passionflower-Tincture-Organic%2Fdp%2FB0CJQVLQD8%2Fref%3Dsr_1_27_sspa%3Fdib%3DeyJ2IjoiMSJ9.7l6dSlGs-tNaYqzSSbGRqan-dwZ_Q1qxE0BkfrwVT2-SUdqZLzEY4E_HX8X-bS5wW26NetfQVfSVKrhCBgixHrzFzr--coLARiix5CLLGUshA3Hpz8gc3C3hCM4ojlaRiYE-G3N0rNJgyi7dflU0t_HJpLLCe4l4BLdbGEeb1NQAwRAW6sQchNEwwMrMpq_0CY3TLa6P1h4xqC8fNQSbNsud-DriKrMkPiZR1JXpbvP0oeN4uXpFagH_W715i-rjauIetC963urGXu0Nhb1aGeHK8zonmQdW27k4uzzUS8Y.TRqqoPYFZoNhkrprqE8t72mQNGAzayYSBepOg8AUySQ%26dib_tag%3Dse%26keywords%3Dpassion%2Bflower%26qid%3D1729149639%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,$16.99,4.2 out of 5 stars,Positive,0.3629375
Herb Pharm Certified Organic Passionflower Liquid Extract - 4 Fl Oz,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NzEzNjA2NjAzMjcxMjg3OjE3MjkxNDk2Mzk6c3BfbXRmOjIwMDA3ODQ0NTIwMTA5ODo6MDo6&url=%2FHerb-Pharm-Certified-Passionflower-Occasional%2Fdp%2FB0016B5TYE%2Fref%3Dsr_1_28_sspa%3Fdib%3DeyJ2IjoiMSJ9.7l6dSlGs-tNaYqzSSbGRqan-dwZ_Q1qxE0BkfrwVT2-SUdqZLzEY4E_HX8X-bS5wW26NetfQVfSVKrhCBgixHrzFzr--coLARiix5CLLGUshA3Hpz8gc3C3hCM4ojlaRiYE-G3N0rNJgyi7dflU0t_HJpLLCe4l4BLdbGEeb1NQAwRAW6sQchNEwwMrMpq_0CY3TLa6P1h4xqC8fNQSbNsud-DriKrMkPiZR1JXpbvP0oeN4uXpFagH_W715i-rjauIetC963urGXu0Nhb1aGeHK8zonmQdW27k4uzzUS8Y.TRqqoPYFZoNhkrprqE8t72mQNGAzayYSBepOg8AUySQ%26dib_tag%3Dse%26keywords%3Dpassion%2Bflower%26qid%3D1729149639%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,$38.95,4.5 out of 5 stars,Highly Positive,0.8628142857142855
Passion Flower Tea Organic Calming - Whole Leaf Dried Passionflower - Passiflora Herb for Anxiety - Maypop - Wild Passion Vile - Paciflora Te Pasiflora Tea Organic Passionflower Tea,https://www.amazon.com/Passion-Flower-Organic-Calming-Tea/dp/B07Y7GWGKN/ref=sr_1_29?dib=eyJ2IjoiMSJ9.7l6dSlGs-tNaYqzSSbGRqan-dwZ_Q1qxE0BkfrwVT2-SUdqZLzEY4E_HX8X-bS5wW26NetfQVfSVKrhCBgixHrzFzr--coLARiix5CLLGUshA3Hpz8gc3C3hCM4ojlaRiYE-G3N0rNJgyi7dflU0t_HJpLLCe4l4BLdbGEeb1NQAwRAW6sQchNEwwMrMpq_0CY3TLa6P1h4xqC8fNQSbNsud-DriKrMkPiZR1JXpbvP0oeN4uXpFagH_W715i-rjauIetC963urGXu0Nhb1aGeHK8zonmQdW27k4uzzUS8Y.TRqqoPYFZoNhkrprqE8t72mQNGAzayYSBepOg8AUySQ&dib_tag=se&keywords=passion+flower&qid=1729149639&sr=8-29,$14.97,4.3 out of 5 stars,Positive,0.4024153846153847
Starwest Botanicals Organic Passion Flower Herb Cut and Sifted Loose Leaf Tea - 4 Ounce Bag,https://www.amazon.com/Starwest-Botanicals-Organic-Passion-Flower/dp/B00HSR4UFE/ref=sr_1_30?dib=eyJ2IjoiMSJ9.7l6dSlGs-tNaYqzSSbGRqan-dwZ_Q1qxE0BkfrwVT2-SUdqZLzEY4E_HX8X-bS5wW26NetfQVfSVKrhCBgixHrzFzr--coLARiix5CLLGUshA3Hpz8gc3C3hCM4ojlaRiYE-G3N0rNJgyi7dflU0t_HJpLLCe4l4BLdbGEeb1NQAwRAW6sQchNEwwMrMpq_0CY3TLa6P1h4xqC8fNQSbNsud-DriKrMkPiZR1JXpbvP0oeN4uXpFagH_W715i-rjauIetC963urGXu0Nhb1aGeHK8zonmQdW27k4uzzUS8Y.TRqqoPYFZoNhkrprqE8t72mQNGAzayYSBepOg8AUySQ&dib_tag=se&keywords=passion+flower&qid=1729149639&sr=8-30,$17.85,4.6 out of 5 stars,Positive,0.6843875
"Piping Rock Passion Flower Extract Capsules | 1100mg | 90 Count | Herb Supplement | Non-GMO, Gluten Free",https://www.amazon.com/Piping-Rock-Passion-Capsules-Supplement/dp/B00F9EZWK0/ref=sr_1_31?dib=eyJ2IjoiMSJ9.7l6dSlGs-tNaYqzSSbGRqan-dwZ_Q1qxE0BkfrwVT2-SUdqZLzEY4E_HX8X-bS5wW26NetfQVfSVKrhCBgixHrzFzr--coLARiix5CLLGUshA3Hpz8gc3C3hCM4ojlaRiYE-G3N0rNJgyi7dflU0t_HJpLLCe4l4BLdbGEeb1NQAwRAW6sQchNEwwMrMpq_0CY3TLa6P1h4xqC8fNQSbNsud-DriKrMkPiZR1JXpbvP0oeN4uXpFagH_W715i-rjauIetC963urGXu0Nhb1aGeHK8zonmQdW27k4uzzUS8Y.TRqqoPYFZoNhkrprqE8t72mQNGAzayYSBepOg8AUySQ&dib_tag=se&keywords=passion+flower&qid=1729149639&sr=8-31,$7.64,4.2 out of 5 stars,Mixed,0.201675
Naturalma Passionflower (Passiflora incarnata) herb with Flowers Alcohol-Free Tincture - 4 fl oz Liquid Extract in Drops - Herbal Supplement - Vegan,https://www.amazon.com/Passionflower-Passiflora-Alcohol-Free-Naturalma-Supplement/dp/B09GB8LKK8/ref=sr_1_32?dib=eyJ2IjoiMSJ9.7l6dSlGs-tNaYqzSSbGRqan-dwZ_Q1qxE0BkfrwVT2-SUdqZLzEY4E_HX8X-bS5wW26NetfQVfSVKrhCBgixHrzFzr--coLARiix5CLLGUshA3Hpz8gc3C3hCM4ojlaRiYE-G3N0rNJgyi7dflU0t_HJpLLCe4l4BLdbGEeb1NQAwRAW6sQchNEwwMrMpq_0CY3TLa6P1h4xqC8fNQSbNsud-DriKrMkPiZR1JXpbvP0oeN4uXpFagH_W715i-rjauIetC963urGXu0Nhb1aGeHK8zonmQdW27k4uzzUS8Y.TRqqoPYFZoNhkrprqE8t72mQNGAzayYSBepOg8AUySQ&dib_tag=se&keywords=passion+flower&qid=1729149639&sr=8-32,$17.99,4.3 out of 5 stars,Positive,0.4305230769230769
"TEARELAE - Passion Flower Tea, 50 Count - Pure Passionflowers Leaves Tea Bags - Pasiflora Tea for Relaxation & Sleep- Non-GMO - Caffeine-Free",https://www.amazon.com/TEARELAE-Passionflowers-Pasiflora-Relaxation-Caffeine-Free/dp/B0DBZ2Q9RX/ref=sr_1_33?dib=eyJ2IjoiMSJ9.7l6dSlGs-tNaYqzSSbGRqan-dwZ_Q1qxE0BkfrwVT2-SUdqZLzEY4E_HX8X-bS5wW26NetfQVfSVKrhCBgixHrzFzr--coLARiix5CLLGUshA3Hpz8gc3C3hCM4ojlaRiYE-G3N0rNJgyi7dflU0t_HJpLLCe4l4BLdbGEeb1NQAwRAW6sQchNEwwMrMpq_0CY3TLa6P1h4xqC8fNQSbNsud-DriKrMkPiZR1JXpbvP0oeN4uXpFagH_W715i-rjauIetC963urGXu0Nhb1aGeHK8zonmQdW27k4uzzUS8Y.TRqqoPYFZoNhkrprqE8t72mQNGAzayYSBepOg8AUySQ&dib_tag=se&keywords=passion+flower&qid=1729149639&sr=8-33,$9.99,4.4 out of 5 stars,Positive,0.5800384615384615
"BulkSupplements.com Passion Flower Extract Powder - Passion Flower Supplement, Passion Flower 1000mg - Herbal Supplement, Gluten Free, 1000mg per Serving, 250g (8.8 oz) (Pack of 1)",https://www.amazon.com/Bulksupplements-Passion-Flower-Extract-Powder/dp/B01GINSNGU/ref=sr_1_34?dib=eyJ2IjoiMSJ9.7l6dSlGs-tNaYqzSSbGRqan-dwZ_Q1qxE0BkfrwVT2-SUdqZLzEY4E_HX8X-bS5wW26NetfQVfSVKrhCBgixHrzFzr--coLARiix5CLLGUshA3Hpz8gc3C3hCM4ojlaRiYE-G3N0rNJgyi7dflU0t_HJpLLCe4l4BLdbGEeb1NQAwRAW6sQchNEwwMrMpq_0CY3TLa6P1h4xqC8fNQSbNsud-DriKrMkPiZR1JXpbvP0oeN4uXpFagH_W715i-rjauIetC963urGXu0Nhb1aGeHK8zonmQdW27k4uzzUS8Y.TRqqoPYFZoNhkrprqE8t72mQNGAzayYSBepOg8AUySQ&dib_tag=se&keywords=passion+flower&qid=1729149639&rdc=1&sr=8-34,$19.96,4.1 out of 5 stars,Highly Positive,0.8583750000000001
"Nature's Answer Passion Flower | Super Concentrated | Liquid Herbal Tincture Supplement Drops | Natural Calming Botanical | Non-GMO | Alcohol-Free, Gluten-Free & Vegan 1oz",https://www.amazon.com/Natures-Answer-Alcohol-Free-Passionflower-1-Fluid/dp/B005QLTLZS/ref=sr_1_35?dib=eyJ2IjoiMSJ9.7l6dSlGs-tNaYqzSSbGRqan-dwZ_Q1qxE0BkfrwVT2-SUdqZLzEY4E_HX8X-bS5wW26NetfQVfSVKrhCBgixHrzFzr--coLARiix5CLLGUshA3Hpz8gc3C3hCM4ojlaRiYE-G3N0rNJgyi7dflU0t_HJpLLCe4l4BLdbGEeb1NQAwRAW6sQchNEwwMrMpq_0CY3TLa6P1h4xqC8fNQSbNsud-DriKrMkPiZR1JXpbvP0oeN4uXpFagH_W715i-rjauIetC963urGXu0Nhb1aGeHK8zonmQdW27k4uzzUS8Y.TRqqoPYFZoNhkrprqE8t72mQNGAzayYSBepOg8AUySQ&dib_tag=se&keywords=passion+flower&qid=1729149639&sr=8-35,$12.74,4.2 out of 5 stars,Mixed,0.2579375
"Pure Original Ingredients Passion Flower Extract (1lb) Pure and Natural, Non-GMO, Gluten-free",https://www.amazon.com/Pure-Passion-Extract-Natural-Gluten-Free/dp/B08GNM5DD8/ref=sr_1_36?dib=eyJ2IjoiMSJ9.7l6dSlGs-tNaYqzSSbGRqan-dwZ_Q1qxE0BkfrwVT2-SUdqZLzEY4E_HX8X-bS5wW26NetfQVfSVKrhCBgixHrzFzr--coLARiix5CLLGUshA3Hpz8gc3C3hCM4ojlaRiYE-G3N0rNJgyi7dflU0t_HJpLLCe4l4BLdbGEeb1NQAwRAW6sQchNEwwMrMpq_0CY3TLa6P1h4xqC8fNQSbNsud-DriKrMkPiZR1JXpbvP0oeN4uXpFagH_W715i-rjauIetC963urGXu0Nhb1aGeHK8zonmQdW27k4uzzUS8Y.TRqqoPYFZoNhkrprqE8t72mQNGAzayYSBepOg8AUySQ&dib_tag=se&keywords=passion+flower&qid=1729149639&sr=8-36,$17.49,4.6 out of 5 stars,Positive,0.5875875
"Wild & Organic Passionflower Tincture - Alcohol Free Passion Flower Drops for Relaxation - Liquid Passionflower Supplement - Zero Sugar, Vegan - 2 fl oz",https://www.amazon.com/Passion-Flower-Herb-Tincture-Passionflower/dp/B0C15YJT7V/ref=sr_1_37?dib=eyJ2IjoiMSJ9.7l6dSlGs-tNaYqzSSbGRqan-dwZ_Q1qxE0BkfrwVT2-SUdqZLzEY4E_HX8X-bS5wW26NetfQVfSVKrhCBgixHrzFzr--coLARiix5CLLGUshA3Hpz8gc3C3hCM4ojlaRiYE-G3N0rNJgyi7dflU0t_HJpLLCe4l4BLdbGEeb1NQAwRAW6sQchNEwwMrMpq_0CY3TLa6P1h4xqC8fNQSbNsud-DriKrMkPiZR1JXpbvP0oeN4uXpFagH_W715i-rjauIetC963urGXu0Nhb1aGeHK8zonmQdW27k4uzzUS8Y.TRqqoPYFZoNhkrprqE8t72mQNGAzayYSBepOg8AUySQ&dib_tag=se&keywords=passion+flower&qid=1729149639&sr=8-37,$12.99,4.3 out of 5 stars,Positive,0.5988874999999999
"PURE ORIGINAL INGREDIENTS Passion Flower Extract, (100 Capsules) Always Pure, No Additives or Fillers, Lab Verified",https://www.amazon.com/Original-Ingredients-Capsules-Additives-Verified/dp/B08GNMKDJM/ref=sr_1_38?dib=eyJ2IjoiMSJ9.7l6dSlGs-tNaYqzSSbGRqan-dwZ_Q1qxE0BkfrwVT2-SUdqZLzEY4E_HX8X-bS5wW26NetfQVfSVKrhCBgixHrzFzr--coLARiix5CLLGUshA3Hpz8gc3C3hCM4ojlaRiYE-G3N0rNJgyi7dflU0t_HJpLLCe4l4BLdbGEeb1NQAwRAW6sQchNEwwMrMpq_0CY3TLa6P1h4xqC8fNQSbNsud-DriKrMkPiZR1JXpbvP0oeN4uXpFagH_W715i-rjauIetC963urGXu0Nhb1aGeHK8zonmQdW27k4uzzUS8Y.TRqqoPYFZoNhkrprqE8t72mQNGAzayYSBepOg8AUySQ&dib_tag=se&keywords=passion+flower&qid=1729149639&sr=8-38,$8.99,4.3 out of 5 stars,Positive,0.365325
"Passion Flower Liquid Drops for Sleep Support, Natural Herbal Formula with Valerian Root Chamomile Extract Support Sleep Soundly & Relaxation. High Bioavailability Supplement.2oz",https://www.amazon.com/Eubrition-Chamomile-Relaxation-Bioavailability-Supplement-2oz/dp/B0D76KCQC3/ref=sr_1_39?dib=eyJ2IjoiMSJ9.7l6dSlGs-tNaYqzSSbGRqan-dwZ_Q1qxE0BkfrwVT2-SUdqZLzEY4E_HX8X-bS5wW26NetfQVfSVKrhCBgixHrzFzr--coLARiix5CLLGUshA3Hpz8gc3C3hCM4ojlaRiYE-G3N0rNJgyi7dflU0t_HJpLLCe4l4BLdbGEeb1NQAwRAW6sQchNEwwMrMpq_0CY3TLa6P1h4xqC8fNQSbNsud-DriKrMkPiZR1JXpbvP0oeN4uXpFagH_W715i-rjauIetC963urGXu0Nhb1aGeHK8zonmQdW27k4uzzUS8Y.TRqqoPYFZoNhkrprqE8t72mQNGAzayYSBepOg8AUySQ&dib_tag=se&keywords=passion+flower&qid=1729149639&sr=8-39,$19.90,4.8 out of 5 stars,Highly Positive,0.8330875
"Solaray Passion Flower Extract Supplement, 250 mg | 60 Count",https://www.amazon.com/Solaray-Passion-Flower-Extract-Supplement/dp/B000F4T4IA/ref=sr_1_40?dib=eyJ2IjoiMSJ9.7l6dSlGs-tNaYqzSSbGRqan-dwZ_Q1qxE0BkfrwVT2-SUdqZLzEY4E_HX8X-bS5wW26NetfQVfSVKrhCBgixHrzFzr--coLARiix5CLLGUshA3Hpz8gc3C3hCM4ojlaRiYE-G3N0rNJgyi7dflU0t_HJpLLCe4l4BLdbGEeb1NQAwRAW6sQchNEwwMrMpq_0CY3TLa6P1h4xqC8fNQSbNsud-DriKrMkPiZR1JXpbvP0oeN4uXpFagH_W715i-rjauIetC963urGXu0Nhb1aGeHK8zonmQdW27k4uzzUS8Y.TRqqoPYFZoNhkrprqE8t72mQNGAzayYSBepOg8AUySQ&dib_tag=se&keywords=passion+flower&qid=1729149639&sr=8-40,$13.07,3.9 out of 5 stars,Highly Positive,0.7003375
"3 PACK Tadin Tea, Pasiflora - Passion Flower Tea, 72 Tea Bags - Relax Mind Muscle Pasiflora",https://www.amazon.com/PACK-Tadin-Tea-Pasiflora-Passion/dp/B00FFQWBLA/ref=sr_1_41?dib=eyJ2IjoiMSJ9.7l6dSlGs-tNaYqzSSbGRqan-dwZ_Q1qxE0BkfrwVT2-SUdqZLzEY4E_HX8X-bS5wW26NetfQVfSVKrhCBgixHrzFzr--coLARiix5CLLGUshA3Hpz8gc3C3hCM4ojlaRiYE-G3N0rNJgyi7dflU0t_HJpLLCe4l4BLdbGEeb1NQAwRAW6sQchNEwwMrMpq_0CY3TLa6P1h4xqC8fNQSbNsud-DriKrMkPiZR1JXpbvP0oeN4uXpFagH_W715i-rjauIetC963urGXu0Nhb1aGeHK8zonmQdW27k4uzzUS8Y.TRqqoPYFZoNhkrprqE8t72mQNGAzayYSBepOg8AUySQ&dib_tag=se&keywords=passion+flower&qid=1729149639&sr=8-41,$12.49,4.5 out of 5 stars,Highly Positive,0.7607375000000001
"Magnesium Glycinate & Ashwagandha Liquid Drops with Valerian Root, Chamomile, Passion Flower, Lemon Balm & L-Theanine - Vegan Fast Absorption - Supplement for Wellness & Relaxation (Mixed Berry, 60mL)",https://www.amazon.com/Magnesium-Glycinate-Ashwagandha-Drops-L-Theanine/dp/B0CVS9JCF6/ref=sr_1_42?dib=eyJ2IjoiMSJ9.7l6dSlGs-tNaYqzSSbGRqan-dwZ_Q1qxE0BkfrwVT2-SUdqZLzEY4E_HX8X-bS5wW26NetfQVfSVKrhCBgixHrzFzr--coLARiix5CLLGUshA3Hpz8gc3C3hCM4ojlaRiYE-G3N0rNJgyi7dflU0t_HJpLLCe4l4BLdbGEeb1NQAwRAW6sQchNEwwMrMpq_0CY3TLa6P1h4xqC8fNQSbNsud-DriKrMkPiZR1JXpbvP0oeN4uXpFagH_W715i-rjauIetC963urGXu0Nhb1aGeHK8zonmQdW27k4uzzUS8Y.TRqqoPYFZoNhkrprqE8t72mQNGAzayYSBepOg8AUySQ&dib_tag=se&keywords=passion+flower&qid=1729149639&rdc=1&sr=8-42,$19.99,4.3 out of 5 stars,Positive,0.6232249999999999
"Earthborn Elements Passion Flower Extract 200 Capsules, Pure & Undiluted, No Additives",https://www.amazon.com/Passion-Flower-Extract-Capsules-Calmness/dp/B093RJFBTT/ref=sr_1_43?dib=eyJ2IjoiMSJ9.7l6dSlGs-tNaYqzSSbGRqan-dwZ_Q1qxE0BkfrwVT2-SUdqZLzEY4E_HX8X-bS5wW26NetfQVfSVKrhCBgixHrzFzr--coLARiix5CLLGUshA3Hpz8gc3C3hCM4ojlaRiYE-G3N0rNJgyi7dflU0t_HJpLLCe4l4BLdbGEeb1NQAwRAW6sQchNEwwMrMpq_0CY3TLa6P1h4xqC8fNQSbNsud-DriKrMkPiZR1JXpbvP0oeN4uXpFagH_W715i-rjauIetC963urGXu0Nhb1aGeHK8zonmQdW27k4uzzUS8Y.TRqqoPYFZoNhkrprqE8t72mQNGAzayYSBepOg8AUySQ&dib_tag=se&keywords=passion+flower&qid=1729149639&sr=8-43,$14.99,4.1 out of 5 stars,Positive,0.33180000000000004
"Paradise Herbs Passion Flower, Supplement for Relaxation, Super Potent, Ultra Pure, Vegan, Non GMO, Gluten Free, 60 Count Vegetarian Capsules",https://www.amazon.com/Paradise-Herbs-Vegetarian-Capsules-Passion/dp/B0006TIHJG/ref=sr_1_44?dib=eyJ2IjoiMSJ9.7l6dSlGs-tNaYqzSSbGRqan-dwZ_Q1qxE0BkfrwVT2-SUdqZLzEY4E_HX8X-bS5wW26NetfQVfSVKrhCBgixHrzFzr--coLARiix5CLLGUshA3Hpz8gc3C3hCM4ojlaRiYE-G3N0rNJgyi7dflU0t_HJpLLCe4l4BLdbGEeb1NQAwRAW6sQchNEwwMrMpq_0CY3TLa6P1h4xqC8fNQSbNsud-DriKrMkPiZR1JXpbvP0oeN4uXpFagH_W715i-rjauIetC963urGXu0Nhb1aGeHK8zonmQdW27k4uzzUS8Y.TRqqoPYFZoNhkrprqE8t72mQNGAzayYSBepOg8AUySQ&dib_tag=se&keywords=passion+flower&qid=1729149639&sr=8-44,$15.63,4.2 out of 5 stars,Positive,0.44142500000000007
Mt. Angel Vitamins - Relaxing Passion Flower Extract Great Tasting Herbal Lozenge (Passiflora incarnata) - Highly Bio Available 4:1 Extract - 60 Count,https://www.amazon.com/Mt-Angel-Vitamins-Passiflora-incarnata/dp/B00IISQDDE/ref=sr_1_45?dib=eyJ2IjoiMSJ9.7l6dSlGs-tNaYqzSSbGRqan-dwZ_Q1qxE0BkfrwVT2-SUdqZLzEY4E_HX8X-bS5wW26NetfQVfSVKrhCBgixHrzFzr--coLARiix5CLLGUshA3Hpz8gc3C3hCM4ojlaRiYE-G3N0rNJgyi7dflU0t_HJpLLCe4l4BLdbGEeb1NQAwRAW6sQchNEwwMrMpq_0CY3TLa6P1h4xqC8fNQSbNsud-DriKrMkPiZR1JXpbvP0oeN4uXpFagH_W715i-rjauIetC963urGXu0Nhb1aGeHK8zonmQdW27k4uzzUS8Y.TRqqoPYFZoNhkrprqE8t72mQNGAzayYSBepOg8AUySQ&dib_tag=se&keywords=passion+flower&qid=1729149639&sr=8-45,$11.05,3.5 out of 5 stars,Positive,0.3264125
"120 Pasiflora Pasion Flower Tea Bags, 100% Natural & Pure Pasiflora Passion Flower. Passion Flower Herbal Tea. Pasiflora Flower Tea. No Sugar, No Caffeine, No Gluten, Vegan.",https://www.amazon.com/Pasiflora-Natural-Passion-Flower-Caffeine/dp/B0C8673GCN/ref=sr_1_46?dib=eyJ2IjoiMSJ9.7l6dSlGs-tNaYqzSSbGRqan-dwZ_Q1qxE0BkfrwVT2-SUdqZLzEY4E_HX8X-bS5wW26NetfQVfSVKrhCBgixHrzFzr--coLARiix5CLLGUshA3Hpz8gc3C3hCM4ojlaRiYE-G3N0rNJgyi7dflU0t_HJpLLCe4l4BLdbGEeb1NQAwRAW6sQchNEwwMrMpq_0CY3TLa6P1h4xqC8fNQSbNsud-DriKrMkPiZR1JXpbvP0oeN4uXpFagH_W715i-rjauIetC963urGXu0Nhb1aGeHK8zonmQdW27k4uzzUS8Y.TRqqoPYFZoNhkrprqE8t72mQNGAzayYSBepOg8AUySQ&dib_tag=se&keywords=passion+flower&qid=1729149639&sr=8-46,$14.99,4.4 out of 5 stars,Positive,0.4293625
Buddha Teas - Organic Passion Flower Tea - Herbal Tea - For Health & Wellbeing - With Antioxidants & Minerals - Clean Ingredients - Caffeine Free - OU Kosher & Non-GMO - 18 Tea Bags (Pack of 1),https://www.amazon.com/Buddha-Teas-Wellbeing-Antioxidants-Ingredients/dp/B00DLLZZXM/ref=sr_1_47?dib=eyJ2IjoiMSJ9.7l6dSlGs-tNaYqzSSbGRqan-dwZ_Q1qxE0BkfrwVT2-SUdqZLzEY4E_HX8X-bS5wW26NetfQVfSVKrhCBgixHrzFzr--coLARiix5CLLGUshA3Hpz8gc3C3hCM4ojlaRiYE-G3N0rNJgyi7dflU0t_HJpLLCe4l4BLdbGEeb1NQAwRAW6sQchNEwwMrMpq_0CY3TLa6P1h4xqC8fNQSbNsud-DriKrMkPiZR1JXpbvP0oeN4uXpFagH_W715i-rjauIetC963urGXu0Nhb1aGeHK8zonmQdW27k4uzzUS8Y.TRqqoPYFZoNhkrprqE8t72mQNGAzayYSBepOg8AUySQ&dib_tag=se&keywords=passion+flower&qid=1729149639&sr=8-47,$8.05,4.3 out of 5 stars,Positive,0.6968083333333334
