,product_id,date_posted,review_title,review_text
0,138813,2024-08-13,,It really helped me to get a good nights rest without waking up groggy. 
1,138813,2024-04-02,Well,"I had been suffering from insomnia for some time and by taking this product I am recovering, the quality of its ingredients is noticeable. With a dose fifteen minutes before bed, I sleep perfectly and without interruptions"
2,138813,2024-06-19,,"Trying now, hoping for good results"
