,product_id,date_posted,review_title,review_text
0,141146,2024-06-20,Exciting to use this ,Let’s see it’s summer time and we need a really hydration product for the face. I like the packaging they sent this spray in a separate bag to avoid any mess in the box 
1,141146,2024-08-14,,"Great love the smell and the feeling it gives 
Refreshing "
2,141146,2024-07-25,,"like this scent,used just once,it works.good composition of ingredients "
