,product_id,date_posted,review_title,review_text
0,136930,2024-06-12,,"smells divine, like luxury spa, scent indeed is relaxing. the consistency is just light, making it easy to absorb, I would say just moisturizing enough, not very hydrating. Enough when you live in humid weather but need to turn on air con kind of condition. Also, the bottle is glass, so I believe thr quality should be good."
