,product_id,date_posted,review_title,review_text
0,128140,2024-10-09,very good,"extremely nice combination for good sleep, camomile , lemon balm, GABA, highly recommend "
1,128140,2024-05-15,Good supplement,Good supplement for better protein absorption Reliable manufacturer Budget price High-quality composition
